상호,시도,시군구,소재지,전산보고여부
지에스칼텍스(주) 유엔주유소,부산광역시,남구,부산광역시 남구 유엔로202 (대연동) ,Y
지에스칼텍스(주) 은마주유소,서울특별시,강남구,서울특별시 강남구 영동대로235 (대치동) ,Y
지에스칼텍스(주) 이마트구미점,경상북도,구미시,경상북도 구미시 구미대로18길18 (광평동) ,Y
지에스칼텍스(주) 이마트구성점,경기도,용인시,경기도 용인시 기흥구 용구대로2441 (마북동) ,Y
지에스칼텍스(주) 이마트군산점,전북특별자치도,군산시,전북특별자치도 군산시 구암3.1로137 (경암동) ,Y
지에스칼텍스(주) 이마트김해점,경상남도,김해시,경상남도 김해시 김해대로2232 (외동) ,Y
지에스칼텍스(주) 이마트순천점,전라남도,순천시,전라남도 순천시 팔마로191 (덕암동) ,Y
지에스칼텍스(주) 이마트안동점,경상북도,안동시,경상북도 안동시 옥서로44 (옥동) ,Y
지에스칼텍스(주) 이마트원주점,강원특별자치도,원주시,강원특별자치도 원주시 북원로1930 (무실동) ,Y
지에스칼텍스(주) 이마트의정부점,경기도,의정부시,경기도 의정부시 민락로214 (민락동) ,Y
지에스칼텍스(주) 이마트통영점,경상남도,통영시,경상남도 통영시 죽림4로9 (광도면) ,Y
지에스칼텍스(주) 이마트포항점,경상북도,포항시,경상북도 포항시 남구 냉천로10 (인덕동) ,Y
지에스칼텍스(주) 인천공항제2터미널점,인천광역시,중구,인천광역시 중구 제2터미널대로343 (운서동) ,Y
지에스칼텍스(주) 중흥주유소,전라남도,여수시,전라남도 여수시 여수산단로765 (중흥동) 등 3필지,Y
지에스칼텍스(주) 캐피탈주유소,경기도,화성시,경기도 화성시 발안로450 (향남읍) ,Y
지에스칼텍스(주) 토당주유소,경기도,고양시,경기도 고양시 덕양구 중앙로637 (토당동) ,Y
지에스칼텍스(주) 토평IC주유소,경기도,구리시,경기도 구리시 코스모스길228 (토평동) ,Y
지에스칼텍스(주) 파주LCD주유소,경기도,파주시,경기도 파주시 엘지로448 (탄현면) ,Y
지에스칼텍스(주) 평택항주유소,경기도,평택시,경기도 평택시 포승향남로228 (포승읍) ,Y
지에스칼텍스(주) 하대원주유소,경기도,성남시,경기도 성남시 중원구 둔촌대로200 (하대원동) ,Y
지에스칼텍스(주) 함박주유소,경기도,양주시,경기도 양주시 평화로1820 (회정동) ,Y
지에스칼텍스(주) 해와달주유소,전북특별자치도,군산시,전북특별자치도 군산시 대학로382 (나운동) ,Y
지에스칼텍스(주) 행정타운주유소,경기도,수원시,경기도 수원시 권선구 권선로98 (호매실동) ,Y
지에스칼텍스(주) 현암주유소,대전광역시,동구,대전광역시 동구 동서대로1494 (삼성동) ,Y
지에스칼텍스(주) 홍제동주유소,서울특별시,서대문구,서울특별시 서대문구 통일로372 (홍제동) ,Y
지에스칼텍스(주) 화일주유소,서울특별시,영등포구,서울특별시 영등포구 도림로415 (문래동2가) ,Y
지에스칼텍스(주) 황금기름창고주유소,대구광역시,수성구,대구광역시 수성구 청수로89 (황금동) ,Y
지에스칼텍스(주) 황산주유소,경기도,하남시,경기도 하남시 조정대로89 (풍산동) ,Y
지에스칼텍스(주)21세기주유소,광주광역시,남구,광주광역시 남구 서문대로697 (진월동) ,Y
지에스칼텍스(주)21세기주유소,대전광역시,유성구,대전광역시 유성구 유성대로845 (죽동) ,Y
지에스칼텍스(주)가든파이브주유소,서울특별시,송파구,서울특별시 송파구 탄천동로740 (장지동) ,Y
지에스칼텍스(주)감동주유소,경상남도,창원시,경상남도 창원시 성산구 가음로90 (가음동) ,Y
지에스칼텍스(주)강변주유소,부산광역시,사상구,부산광역시 사상구 강변대로412 (엄궁동) ,Y
지에스칼텍스(주)검단스타주유소,인천광역시,서구,인천광역시 서구 봉수대로1533 (금곡동) ,Y
지에스칼텍스(주)고대공단주유소,충청남도,당진시,충청남도 당진시 북부산업로1108 (송악읍) ,Y
지에스칼텍스(주)고속주유소,울산광역시,남구,울산광역시 남구 문수로279 (옥동) ,Y
지에스칼텍스(주)구암주유소,대구광역시,북구,대구광역시 북구 구암로340 (구암동) ,Y
지에스칼텍스(주)구영주유소,울산광역시,울주군,울산광역시 울주군 구영로206 (범서읍) ,Y
지에스칼텍스(주)구포셀프주유소,부산광역시,북구,부산광역시 북구 사상로619 (구포동) ,Y
지에스칼텍스(주)국도주유소,경기도,안산시,경기도 안산시 상록구 수인로647 (사사동) ,Y
지에스칼텍스(주)굿모닝주유소,전라남도,여수시,전라남도 여수시 한재로17 (여서동) ,Y
지에스칼텍스(주)근화주유소,경기도,안양시,경기도 안양시 동안구 흥안대로436 (평촌동) ,Y
지에스칼텍스(주)글로리주유소,전북특별자치도,전주시,전북특별자치도 전주시 완산구 장승배기로209 (평화동1가) ,Y
지에스칼텍스(주)글로벌주유소,충청북도,청주시,충청북도 청주시 청원구 양청송대길4 (오창읍) ,Y
지에스칼텍스(주)금당주유소,전라남도,순천시,전라남도 순천시 순광로34 (조례동) ,Y
지에스칼텍스(주)길목주유소,충청북도,청주시,충청북도 청주시 청원구 새터로248 (사천동) ,Y
지에스칼텍스(주)남동주유소,경기도,용인시,경기도 용인시 처인구 백옥대로993 (남동) ,Y
지에스칼텍스(주)남해주유소,경상남도,김해시,경상남도 김해시 금관대로1079 (풍유동) ,Y
