상호,시도,시군구,소재지,전산보고여부
(주)온누리주유소,광주광역시,남구,광주광역시 남구 금화로407 (월산동) ,Y
(주)왕산레저개발,인천광역시,중구,인천광역시 중구 왕산마리나길131 (을왕동) ,Y
(주)우리에너지,충청북도,청주시,충청북도 청주시 청원구 중부로1642 (오창읍) ,Y
(주)우리유통 여산(상)주유소,전북특별자치도,익산시,전북특별자치도 익산시 호남고속도로192 (여산면) ,Y
(주)월락주유소,전북특별자치도,남원시,전북특별자치도 남원시 낙현안길4 (월락동) ,Y
(주)월인 톨게이트주유소,강원특별자치도,원주시,강원특별자치도 원주시 원문로1734-18 (문막읍) ,Y
(주)위굴리 고진역 주유소,경기도,용인시,경기도 용인시 처인구 백옥대로1234 (유방동) ,Y
(주)위굴리 구도일주유소 톨게이트,경기도,성남시,경기도 성남시 분당구 대왕판교로263 (궁내동) ,Y
(주)위굴리 한숲시티주유소,경기도,용인시,경기도 용인시 처인구 처인성로912 (남사읍) ,Y
(주)유성주유소,경기도,의정부시,경기도 의정부시 송산로913 (산곡동) ,Y
(주)유카스에너지,경기도,김포시,경기도 김포시 약암로505 (대곶면) ,Y
(주)유카스에너지,인천광역시,남동구,인천광역시 남동구 장수로2-2 (장수동) ,Y
(주)유카스에너지 김포뉴타운SELF,경기도,김포시,경기도 김포시 김포대로1581 (양촌읍) ,Y
(주)유카스에너지 상동SELF,경기도,부천시,경기도 부천시 부일로274 (상동) ,Y
(주)유카스에너지 시우로주유소,경기도,안산시,경기도 안산시 단원구 시우로46 (초지동) ,Y
(주)유카스에너지 올림픽주유소,경기도,김포시,경기도 김포시 벌말로768-70 (고촌읍) ,Y
(주)유카스플러스,경기도,김포시,경기도 김포시 김포대로1749 (양촌읍) ,Y
(주)윤담 공단주유소,경상북도,고령군,경상북도 고령군 다산산단로7 (다산면) ,Y
(주)율촌 와온주유소,전라남도,여수시,전라남도 여수시 무선로282 (화장동) ,Y
(주)으뜸에너지,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 온고을로566 (여의동) ,Y
(주)은십자 현화주유소,경기도,평택시,경기도 평택시 서해로1256 (안중읍) ,Y
(주)이루다 셀프주유소(오산점),경기도,오산시,경기도 오산시 경기대로587 (수청동) ,Y
(주)이림 삼남지점,울산광역시,울주군,울산광역시 울주군 반구대로640 (삼남읍) ,Y
(주)이엠석유 대흥주유소,부산광역시,해운대구,부산광역시 해운대구 좌동순환로419 (중동) ,Y
(주)이엠석유 배꽃나라주유소,서울특별시,노원구,서울특별시 노원구 화랑로466 (공릉동) ,Y
(주)이엠석유 영산(하)주유소,경상남도,창녕군,경상남도 창녕군 장척호수길56-110 (영산면) ,Y
(주)인앤아웃 충주(창원)주유소,충청북도,충주시,충청북도 충주시 중부내륙고속도로231-1 (중앙탑면) ,Y
(주)일송골드주유소,전라남도,여수시,전라남도 여수시 돌산로3519 (돌산읍) 외 1필지,Y
(주)임팩 삼가셀프주유소,경기도,용인시,경기도 용인시 처인구 중부대로1092 (삼가동) ,Y
(주)자연에너지,경기도,시흥시,경기도 시흥시 동서로177 (월곶동) ,Y
(주)자연에너지 계양주유소,인천광역시,계양구,인천광역시 계양구 아나지로344 (작전동) ,Y
(주)자연에너지 고척주유소,서울특별시,구로구,서울특별시 구로구 고척로199 (고척동) ,Y
(주)자연에너지 국민주유소,서울특별시,동대문구,서울특별시 동대문구 답십리로223 (답십리동) ,Y
(주)자연에너지 금곡주유소,인천광역시,서구,인천광역시 서구 봉수대로1491 (금곡동) ,Y
(주)자연에너지 남부주유소,서울특별시,양천구,서울특별시 양천구 남부순환로553 (신월동) ,Y
(주)자연에너지 대창주유소,서울특별시,중랑구,서울특별시 중랑구 동일로636 (면목동) ,Y
(주)자연에너지 리플주유소,인천광역시,계양구,인천광역시 계양구 아나지로553 (서운동) ,Y
(주)자연에너지 번동주유소,서울특별시,강북구,서울특별시 강북구 한천로963 (번동) ,Y
(주)자연에너지 비봉주유소,경기도,안성시,경기도 안성시 서동대로6617 (죽산면) ,Y
(주)자연에너지 산유주유소,경기도,고양시,경기도 고양시 덕양구 중앙로107 (화전동) ,Y
(주)자연에너지 삼정주유소,경기도,부천시,경기도 부천시 중동로447 (삼정동) ,Y
(주)자연에너지 신갈주유소,경기도,용인시,경기도 용인시 기흥구 용구대로2245 (신갈동) ,Y
(주)자연에너지 중원주유소,서울특별시,광진구,서울특별시 광진구 동일로398 (중곡동) ,Y
(주)자연에너지 한강주유소,인천광역시,서구,인천광역시 서구 서곶로415 (연희동) ,Y
(주)자연에너지 햇살주유소,서울특별시,도봉구,서울특별시 도봉구 방학로142 (방학동) ,Y
(주)자연에너지 황소주유소,경기도,시흥시,경기도 시흥시 동서로174 (월곶동) ,Y
(주)재건에너지 재정제2주유소 고속셀프지점,서울특별시,강동구,서울특별시 강동구 천호대로1246 (둔촌동) ,Y
(주)전동 송산산단주유소,충청남도,당진시,충청남도 당진시 현대제철로820 (송산면) ,Y
(주)정건에너지,서울특별시,노원구,서울특별시 노원구 노원로17길29 (하계동) ,Y
(주)정건에너지 배봉로지점,서울특별시,동대문구,서울특별시 동대문구 서울시립대로108 (전농동) ,Y
(주)정발산,경기도,고양시,경기도 고양시 일산동구 경의로468 (정발산동) ,Y
(주)정수에너지 직영 성락주유소,서울특별시,영등포구,서울특별시 영등포구 가마산로414 (신길동) ,Y
(주)정안에너지,경기도,시흥시,경기도 시흥시 역전로318 (정왕동) ,Y
(주)정오알뜰주유소,전라남도,순천시,전라남도 순천시 여순로1574 (해룡면) ,Y
(주)제이에스 영남복합물류 주유소,경상북도,칠곡군,경상북도 칠곡군 금호로272 (지천면) ,Y
(주)제이와이비젼 명성주유소,부산광역시,사상구,부산광역시 사상구 학감대로220 (감전동) ,Y
(주)제이제이네트웍스 신구로주유소,서울특별시,구로구,서울특별시 구로구 가마산로293 (구로동) ,Y
(주)제이제이넥트웍스 궁내동주유소,경기도,성남시,경기도 성남시 분당구 대왕판교로270 (궁내동) ,Y
(주)제이케이에너지,인천광역시,연수구,인천광역시 연수구 경원대로515 (선학동) ,Y
(주)제일주유소,서울특별시,서대문구,서울특별시 서대문구 통일로455 (홍제동) ,Y
(주)조광주유소,대구광역시,달성군,대구광역시 달성군 세천로98 (다사읍) ,Y
(주)조은에너지 조은주유소,경상북도,의성군,경상북도 의성군 경북대로6182 (의성읍) ,Y
(주)조은에너지 편백주유소,전북특별자치도,완주군,전북특별자치도 완주군 춘향로4439 (상관면) ,Y
(주)주공에너지,부산광역시,부산진구,부산광역시 부산진구 백양대로231 (개금동) ,Y
(주)중앙에너지 서청주IC주유소,충청북도,청주시,충청북도 청주시 흥덕구 직지대로183 (지동동) ,Y
(주)중앙에너지산업 귀래지점 석산주유소,강원특별자치도,원주시,강원특별자치도 원주시 고청길70 (귀래면) ,Y
(주)중앙에너지산업 중앙Self주유소,강원특별자치도,춘천시,강원특별자치도 춘천시 영서로1868 (동내면) ,Y
(주)지앤비에스 에코 원흥신도시주유소,경기도,고양시, 경기도 고양시 덕양구 서오릉로 619 (도내동),Y
(주)지에스에너지 동홍천지점,강원특별자치도,홍천군,강원특별자치도 홍천군 설악로2374 (홍천읍) ,Y
(주)지에스이앤알 기분좋은주유소,강원특별자치도,강릉시,강원특별자치도 강릉시 경강로1843 (홍제동) ,Y
(주)지에스이앤알 덕소주유소,경기도,남양주시,경기도 남양주시 덕소로24 (와부읍) ,Y
(주)지에스이앤알 송파제일주유소,서울특별시,송파구,서울특별시 송파구 삼학사로50 (석촌동) ,Y
(주)지에스이앤알 인창주유소,경기도,구리시,경기도 구리시 동구릉로78 (인창동) ,Y
(주)지에스이앤알 평창주유소,서울특별시,종로구,서울특별시 종로구 평창문화로135 (평창동) ,Y
(주)지에스이앤알 하안단지주유소,경기도,광명시,경기도 광명시 오리로608 (소하동) ,Y
(주)지에스이앤알 흥덕주유소,경기도,용인시,경기도 용인시 기흥구 흥덕중앙로92 (영덕동) ,Y
(주)지엘특수유 남포항IC주유소,경상북도,포항시,경상북도 포항시 남구 냉천로428 (오천읍) ,Y
(주)지엠옥계주유소,경상북도,구미시,경상북도 구미시 산호대로585 (양호동) ,Y
(주)지엠지 우경주유소,부산광역시,사상구,부산광역시 사상구 백양대로477 (주례동) ,Y
(주)진성에너지 안성맞춤셀프주유소,경기도,안성시,경기도 안성시 안성맞춤대로1253 (당왕동) ,Y
(주)차비누 국제주유소,경상남도,김해시,경상남도 김해시 김해대로1888 (삼계동) ,Y
(주)차세대주유소,대전광역시,대덕구,대전광역시 대덕구 아리랑로73 (읍내동) ,Y
(주)창조 구도일주유소 창조청라,인천광역시,동구,인천광역시 동구 중봉대로83 (송현동) ,Y
(주)창조 신화문산주유소,경기도,파주시,경기도 파주시 통일로1752-79 (문산읍) ,Y
(주)창조 신화주유소,인천광역시,연수구,인천광역시 연수구 경원대로556 (선학동) ,Y
(주)창조 정왕IC주유소,경기도,시흥시,경기도 시흥시 서해안로584 (정왕동) ,Y
(주)창통개발 호원주유소,경상남도,창원시,경상남도 창원시 마산회원구 호원로415 (내서읍) ,Y
(주)청조에너지 삼성주유소,경상남도,창원시,경상남도 창원시 진해구 태평로56 (태평동) ,Y
(주)첼시주유소,부산광역시,기장군,부산광역시 기장군 정관로1148 (장안읍) ,Y
(주)충무공에너지,충청남도,아산시,충청남도 아산시 이순신대로206 (염치읍) ,Y
(주)치악제일주유소,강원특별자치도,원주시,강원특별자치도 원주시 신림황둔로833 (신림면) ,Y
(주)케이씨직영사천공항주유소,경상남도,사천시,경상남도 사천시 사천대로1997 (사천읍) ,Y
(주)케이알산업 인삼랜드(상)주유소,충청남도,금산군,충청남도 금산군 대암길34-30 (군북면) ,Y
(주)케이알산업 처인세종방향주유소,경기도,용인시, 경기도 용인시 처인구 모현읍 곡현로619번길36,Y
(주)케이알산업 처인포천방향주유소,경기도,용인시, 경기도 용인시 처인구 모현읍 곡현로619번길36,Y
(주)케이에이치티앤에스 안산휴게소(강릉방향)주유소,경기도,안산시,경기도 안산시 단원구 영동고속도로15 (선부동) ,Y
(주)케이에이치티앤에스 안산휴게소(인천방향)주유소,경기도,안산시,경기도 안산시 단원구 영동고속도로15 (선부동) ,Y
(주)케이엘페트로 남양주별내주유소,경기도,남양주시,경기도 남양주시 구리포천고속도로14 (별내면) ,Y
(주)케이엘페트로 안성지점,경기도,안성시,경기도 안성시 안성맞춤대로865 (계동) ,Y
(주)케이엘페트로 포천지점,경기도,포천시,경기도 포천시 금강로2183 (내촌면) ,Y
(주)케이엠 보광,충청북도,제천시,충청북도 제천시 내토로1107 (고암동) ,Y
(주)케이피유통 본촌주유소,광주광역시,북구,광주광역시 북구 하서로530 (본촌동) ,Y
(주)태산이앤엘  양지셀프주유소,대구광역시,북구, 대구광역시 북구 관음로 211,Y
(주)태산이앤엘 가장셀프주유소,경기도,오산시,경기도 오산시 가장로524 (가장동) ,Y
(주)태산이앤엘 감영셀프주유소,대구광역시,중구,대구광역시 중구 태평로130 (태평로2가) ,Y
(주)태산이앤엘 강변주유소,경상북도,칠곡군,경상북도 칠곡군 칠곡대로1146 (약목면) ,Y
(주)태산이앤엘 제2강변주유소,경상북도,경산시,경상북도 경산시 대경로559 (하양읍) ,Y
(주)태산이앤엘 제3강변주유소,경상북도,칠곡군,경상북도 칠곡군 닥실길1 (왜관읍) ,Y
(주)태산이앤엘 호반셀프주유소,경상북도,경주시,경상북도 경주시 호국로2191 (안강읍) ,Y
(주)태산이앤엘아름셀프주유소,경상북도,칠곡군,경상북도 칠곡군 금오대로108 (북삼읍) ,Y
(주)터미널주유소,전라남도,담양군,전라남도 담양군 죽향문화로98 (담양읍) ,Y
(주)통영알뜰주유소,경상남도,통영시,경상남도 통영시 남해안대로1574 (도산면) ,Y
(주)파리크라상 김천(서울방향)주유소,경상북도,김천시,경상북도 김천시 경부고속도로194-2 (농소면) ,Y
(주)파리크라상 남성주참외(양평방향)주유소,경상북도,성주군,경상북도 성주군 중부내륙고속도로76-1 (용암면) ,Y
(주)파리크라상 남성주참외(창원방향)주유소,경상북도,성주군,경상북도 성주군 중부내륙고속도로77-1 (선남면) ,Y
(주)파리크라상 천등산(제천방향)주유소,충청북도,충주시,충청북도 충주시 평택제천고속도로106 (산척면) ,Y
